"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Month"	"Month Code"	"Gender"	"Gender Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"48 years"	"48"	"Apr., 2021 (provisional)"	"2021/04"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	88	Not Applicable	Not Applicable
	"48 years"	"48"	"May, 2021 (provisional)"	"2021/05"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	39	Not Applicable	Not Applicable
	"48 years"	"48"	"May, 2021 (provisional)"	"2021/05"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	65	Not Applicable	Not Applicable
	"48 years"	"48"	"Jun., 2021 (provisional)"	"2021/06"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	23	Not Applicable	Not Applicable
	"48 years"	"48"	"Jun., 2021 (provisional)"	"2021/06"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	33	Not Applicable	Not Applicable
	"48 years"	"48"	"Jul., 2021 (provisional)"	"2021/07"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	51	Not Applicable	Not Applicable
	"48 years"	"48"	"Jul., 2021 (provisional)"	"2021/07"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	59	Not Applicable	Not Applicable
	"48 years"	"48"	"Aug., 2021 (provisional)"	"2021/08"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	217	Not Applicable	Not Applicable
	"48 years"	"48"	"Aug., 2021 (provisional)"	"2021/08"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	314	Not Applicable	Not Applicable
	"48 years"	"48"	"Sep., 2021 (provisional)"	"2021/09"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	236	Not Applicable	Not Applicable
	"48 years"	"48"	"Sep., 2021 (provisional)"	"2021/09"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	434	Not Applicable	Not Applicable
	"48 years"	"48"	"Oct., 2021 (provisional)"	"2021/10"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	149	Not Applicable	Not Applicable
	"48 years"	"48"	"Oct., 2021 (provisional)"	"2021/10"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	236	Not Applicable	Not Applicable
	"48 years"	"48"	"Nov., 2021 (provisional)"	"2021/11"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	74	Not Applicable	Not Applicable
	"48 years"	"48"	"Nov., 2021 (provisional)"	"2021/11"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	169	Not Applicable	Not Applicable
	"48 years"	"48"	"Dec., 2021 (provisional)"	"2021/12"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	131	Not Applicable	Not Applicable
	"48 years"	"48"	"Dec., 2021 (provisional)"	"2021/12"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	207	Not Applicable	Not Applicable
	"48 years"	"48"	"Jan., 2022 (provisional)"	"2022/01"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	133	Not Applicable	Not Applicable
	"48 years"	"48"	"Jan., 2022 (provisional)"	"2022/01"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	256	Not Applicable	Not Applicable
	"48 years"	"48"	"Feb., 2022 (provisional)"	"2022/02"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	71	Not Applicable	Not Applicable
	"48 years"	"48"	"Feb., 2022 (provisional)"	"2022/02"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	102	Not Applicable	Not Applicable
	"48 years"	"48"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	13	Not Applicable	Not Applicable
	"48 years"	"48"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	12	Not Applicable	Not Applicable
	"49 years"	"49"	"Mar., 2020"	"2020/03"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	10	Not Applicable	Not Applicable
	"49 years"	"49"	"Mar., 2020"	"2020/03"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	49	Not Applicable	Not Applicable
	"49 years"	"49"	"Apr., 2020"	"2020/04"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	99	Not Applicable	Not Applicable
	"49 years"	"49"	"Apr., 2020"	"2020/04"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	220	Not Applicable	Not Applicable
	"49 years"	"49"	"May, 2020"	"2020/05"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	50	Not Applicable	Not Applicable
	"49 years"	"49"	"May, 2020"	"2020/05"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	105	Not Applicable	Not Applicable
	"49 years"	"49"	"Jun., 2020"	"2020/06"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	22	Not Applicable	Not Applicable
	"49 years"	"49"	"Jun., 2020"	"2020/06"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	66	Not Applicable	Not Applicable
	"49 years"	"49"	"Jul., 2020"	"2020/07"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	65	Not Applicable	Not Applicable
	"49 years"	"49"	"Jul., 2020"	"2020/07"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	109	Not Applicable	Not Applicable
	"49 years"	"49"	"Aug., 2020"	"2020/08"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	52	Not Applicable	Not Applicable
	"49 years"	"49"	"Aug., 2020"	"2020/08"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	106	Not Applicable	Not Applicable
	"49 years"	"49"	"Sep., 2020"	"2020/09"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	43	Not Applicable	Not Applicable
	"49 years"	"49"	"Sep., 2020"	"2020/09"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	58	Not Applicable	Not Applicable
	"49 years"	"49"	"Oct., 2020"	"2020/10"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	34	Not Applicable	Not Applicable
	"49 years"	"49"	"Oct., 2020"	"2020/10"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	70	Not Applicable	Not Applicable
	"49 years"	"49"	"Nov., 2020"	"2020/11"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	64	Not Applicable	Not Applicable
	"49 years"	"49"	"Nov., 2020"	"2020/11"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	113	Not Applicable	Not Applicable
	"49 years"	"49"	"Dec., 2020"	"2020/12"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	130	Not Applicable	Not Applicable
	"49 years"	"49"	"Dec., 2020"	"2020/12"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	217	Not Applicable	Not Applicable
	"49 years"	"49"	"Jan., 2021 (provisional)"	"2021/01"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	153	Not Applicable	Not Applicable
	"49 years"	"49"	"Jan., 2021 (provisional)"	"2021/01"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	294	Not Applicable	Not Applicable
	"49 years"	"49"	"Feb., 2021 (provisional)"	"2021/02"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	81	Not Applicable	Not Applicable
	"49 years"	"49"	"Feb., 2021 (provisional)"	"2021/02"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	149	Not Applicable	Not Applicable
	"49 years"	"49"	"Mar., 2021 (provisional)"	"2021/03"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	59	Not Applicable	Not Applicable
	"49 years"	"49"	"Mar., 2021 (provisional)"	"2021/03"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	76	Not Applicable	Not Applicable
	"49 years"	"49"	"Apr., 2021 (provisional)"	"2021/04"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	51	Not Applicable	Not Applicable
	"49 years"	"49"	"Apr., 2021 (provisional)"	"2021/04"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	74	Not Applicable	Not Applicable
	"49 years"	"49"	"May, 2021 (provisional)"	"2021/05"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	34	Not Applicable	Not Applicable
	"49 years"	"49"	"May, 2021 (provisional)"	"2021/05"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	73	Not Applicable	Not Applicable
	"49 years"	"49"	"Jun., 2021 (provisional)"	"2021/06"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	36	Not Applicable	Not Applicable
	"49 years"	"49"	"Jun., 2021 (provisional)"	"2021/06"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	39	Not Applicable	Not Applicable
	"49 years"	"49"	"Jul., 2021 (provisional)"	"2021/07"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	35	Not Applicable	Not Applicable
	"49 years"	"49"	"Jul., 2021 (provisional)"	"2021/07"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	68	Not Applicable	Not Applicable
	"49 years"	"49"	"Aug., 2021 (provisional)"	"2021/08"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	212	Not Applicable	Not Applicable
	"49 years"	"49"	"Aug., 2021 (provisional)"	"2021/08"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	389	Not Applicable	Not Applicable
	"49 years"	"49"	"Sep., 2021 (provisional)"	"2021/09"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	265	Not Applicable	Not Applicable
	"49 years"	"49"	"Sep., 2021 (provisional)"	"2021/09"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	453	Not Applicable	Not Applicable
	"49 years"	"49"	"Oct., 2021 (provisional)"	"2021/10"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	146	Not Applicable	Not Applicable
	"49 years"	"49"	"Oct., 2021 (provisional)"	"2021/10"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	257	Not Applicable	Not Applicable
	"49 years"	"49"	"Nov., 2021 (provisional)"	"2021/11"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	113	Not Applicable	Not Applicable
	"49 years"	"49"	"Nov., 2021 (provisional)"	"2021/11"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	142	Not Applicable	Not Applicable
	"49 years"	"49"	"Dec., 2021 (provisional)"	"2021/12"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	123	Not Applicable	Not Applicable
	"49 years"	"49"	"Dec., 2021 (provisional)"	"2021/12"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	188	Not Applicable	Not Applicable
	"49 years"	"49"	"Jan., 2022 (provisional)"	"2022/01"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	188	Not Applicable	Not Applicable
	"49 years"	"49"	"Jan., 2022 (provisional)"	"2022/01"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	261	Not Applicable	Not Applicable
	"49 years"	"49"	"Feb., 2022 (provisional)"	"2022/02"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	58	Not Applicable	Not Applicable
	"49 years"	"49"	"Feb., 2022 (provisional)"	"2022/02"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	105	Not Applicable	Not Applicable
	"49 years"	"49"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	10	Not Applicable	Not Applicable
	"50 years"	"50"	"Mar., 2020"	"2020/03"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	20	Not Applicable	Not Applicable
	"50 years"	"50"	"Mar., 2020"	"2020/03"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	40	Not Applicable	Not Applicable
	"50 years"	"50"	"Apr., 2020"	"2020/04"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	109	Not Applicable	Not Applicable
	"50 years"	"50"	"Apr., 2020"	"2020/04"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	224	Not Applicable	Not Applicable
	"50 years"	"50"	"May, 2020"	"2020/05"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	66	Not Applicable	Not Applicable
	"50 years"	"50"	"May, 2020"	"2020/05"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	120	Not Applicable	Not Applicable
	"50 years"	"50"	"Jun., 2020"	"2020/06"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	33	Not Applicable	Not Applicable
	"50 years"	"50"	"Jun., 2020"	"2020/06"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	69	Not Applicable	Not Applicable
	"50 years"	"50"	"Jul., 2020"	"2020/07"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	66	Not Applicable	Not Applicable
	"50 years"	"50"	"Jul., 2020"	"2020/07"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	132	Not Applicable	Not Applicable
	"50 years"	"50"	"Aug., 2020"	"2020/08"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	56	Not Applicable	Not Applicable
	"50 years"	"50"	"Aug., 2020"	"2020/08"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	113	Not Applicable	Not Applicable
	"50 years"	"50"	"Sep., 2020"	"2020/09"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	33	Not Applicable	Not Applicable
	"50 years"	"50"	"Sep., 2020"	"2020/09"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	65	Not Applicable	Not Applicable
	"50 years"	"50"	"Oct., 2020"	"2020/10"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	39	Not Applicable	Not Applicable
	"50 years"	"50"	"Oct., 2020"	"2020/10"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	66	Not Applicable	Not Applicable
	"50 years"	"50"	"Nov., 2020"	"2020/11"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	64	Not Applicable	Not Applicable
	"50 years"	"50"	"Nov., 2020"	"2020/11"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	118	Not Applicable	Not Applicable
	"50 years"	"50"	"Dec., 2020"	"2020/12"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	137	Not Applicable	Not Applicable
	"50 years"	"50"	"Dec., 2020"	"2020/12"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	263	Not Applicable	Not Applicable
	"50 years"	"50"	"Jan., 2021 (provisional)"	"2021/01"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	155	Not Applicable	Not Applicable
	"50 years"	"50"	"Jan., 2021 (provisional)"	"2021/01"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	336	Not Applicable	Not Applicable
	"50 years"	"50"	"Feb., 2021 (provisional)"	"2021/02"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	79	Not Applicable	Not Applicable
	"50 years"	"50"	"Feb., 2021 (provisional)"	"2021/02"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	173	Not Applicable	Not Applicable
	"50 years"	"50"	"Mar., 2021 (provisional)"	"2021/03"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	51	Not Applicable	Not Applicable
	"50 years"	"50"	"Mar., 2021 (provisional)"	"2021/03"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	101	Not Applicable	Not Applicable
	"50 years"	"50"	"Apr., 2021 (provisional)"	"2021/04"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	68	Not Applicable	Not Applicable
	"50 years"	"50"	"Apr., 2021 (provisional)"	"2021/04"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	106	Not Applicable	Not Applicable
	"50 years"	"50"	"May, 2021 (provisional)"	"2021/05"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	44	Not Applicable	Not Applicable
	"50 years"	"50"	"May, 2021 (provisional)"	"2021/05"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	79	Not Applicable	Not Applicable
	"50 years"	"50"	"Jun., 2021 (provisional)"	"2021/06"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	27	Not Applicable	Not Applicable
	"50 years"	"50"	"Jun., 2021 (provisional)"	"2021/06"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	59	Not Applicable	Not Applicable
	"50 years"	"50"	"Jul., 2021 (provisional)"	"2021/07"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	46	Not Applicable	Not Applicable
	"50 years"	"50"	"Jul., 2021 (provisional)"	"2021/07"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	74	Not Applicable	Not Applicable
	"50 years"	"50"	"Aug., 2021 (provisional)"	"2021/08"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	231	Not Applicable	Not Applicable
	"50 years"	"50"	"Aug., 2021 (provisional)"	"2021/08"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	440	Not Applicable	Not Applicable
	"50 years"	"50"	"Sep., 2021 (provisional)"	"2021/09"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	301	Not Applicable	Not Applicable
	"50 years"	"50"	"Sep., 2021 (provisional)"	"2021/09"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	534	Not Applicable	Not Applicable
	"50 years"	"50"	"Oct., 2021 (provisional)"	"2021/10"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	186	Not Applicable	Not Applicable
	"50 years"	"50"	"Oct., 2021 (provisional)"	"2021/10"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	302	Not Applicable	Not Applicable
	"50 years"	"50"	"Nov., 2021 (provisional)"	"2021/11"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	115	Not Applicable	Not Applicable
	"50 years"	"50"	"Nov., 2021 (provisional)"	"2021/11"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	162	Not Applicable	Not Applicable
	"50 years"	"50"	"Dec., 2021 (provisional)"	"2021/12"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	140	Not Applicable	Not Applicable
	"50 years"	"50"	"Dec., 2021 (provisional)"	"2021/12"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	245	Not Applicable	Not Applicable
	"50 years"	"50"	"Jan., 2022 (provisional)"	"2022/01"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	191	Not Applicable	Not Applicable
	"50 years"	"50"	"Jan., 2022 (provisional)"	"2022/01"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	297	Not Applicable	Not Applicable
	"50 years"	"50"	"Feb., 2022 (provisional)"	"2022/02"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	93	Not Applicable	Not Applicable
	"50 years"	"50"	"Feb., 2022 (provisional)"	"2022/02"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	146	Not Applicable	Not Applicable
	"50 years"	"50"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	10	Not Applicable	Not Applicable
	"51 years"	"51"	"Mar., 2020"	"2020/03"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	19	Not Applicable	Not Applicable
	"51 years"	"51"	"Mar., 2020"	"2020/03"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	39	Not Applicable	Not Applicable
	"51 years"	"51"	"Apr., 2020"	"2020/04"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	86	Not Applicable	Not Applicable
	"51 years"	"51"	"Apr., 2020"	"2020/04"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	243	Not Applicable	Not Applicable
	"51 years"	"51"	"May, 2020"	"2020/05"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	50	Not Applicable	Not Applicable
	"51 years"	"51"	"May, 2020"	"2020/05"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	123	Not Applicable	Not Applicable
	"51 years"	"51"	"Jun., 2020"	"2020/06"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	34	Not Applicable	Not Applicable
	"51 years"	"51"	"Jun., 2020"	"2020/06"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	88	Not Applicable	Not Applicable
	"51 years"	"51"	"Jul., 2020"	"2020/07"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	73	Not Applicable	Not Applicable
	"51 years"	"51"	"Jul., 2020"	"2020/07"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	137	Not Applicable	Not Applicable
	"51 years"	"51"	"Aug., 2020"	"2020/08"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	61	Not Applicable	Not Applicable
	"51 years"	"51"	"Aug., 2020"	"2020/08"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	140	Not Applicable	Not Applicable
	"51 years"	"51"	"Sep., 2020"	"2020/09"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	31	Not Applicable	Not Applicable
	"51 years"	"51"	"Sep., 2020"	"2020/09"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	64	Not Applicable	Not Applicable
	"51 years"	"51"	"Oct., 2020"	"2020/10"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	26	Not Applicable	Not Applicable
	"51 years"	"51"	"Oct., 2020"	"2020/10"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	58	Not Applicable	Not Applicable
	"51 years"	"51"	"Nov., 2020"	"2020/11"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	81	Not Applicable	Not Applicable
	"51 years"	"51"	"Nov., 2020"	"2020/11"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	135	Not Applicable	Not Applicable
	"51 years"	"51"	"Dec., 2020"	"2020/12"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	123	Not Applicable	Not Applicable
	"51 years"	"51"	"Dec., 2020"	"2020/12"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	279	Not Applicable	Not Applicable
	"51 years"	"51"	"Jan., 2021 (provisional)"	"2021/01"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	193	Not Applicable	Not Applicable
	"51 years"	"51"	"Jan., 2021 (provisional)"	"2021/01"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	327	Not Applicable	Not Applicable
	"51 years"	"51"	"Feb., 2021 (provisional)"	"2021/02"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	79	Not Applicable	Not Applicable
	"51 years"	"51"	"Feb., 2021 (provisional)"	"2021/02"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	172	Not Applicable	Not Applicable
	"51 years"	"51"	"Mar., 2021 (provisional)"	"2021/03"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	52	Not Applicable	Not Applicable
	"51 years"	"51"	"Mar., 2021 (provisional)"	"2021/03"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	103	Not Applicable	Not Applicable
	"51 years"	"51"	"Apr., 2021 (provisional)"	"2021/04"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	48	Not Applicable	Not Applicable
	"51 years"	"51"	"Apr., 2021 (provisional)"	"2021/04"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	104	Not Applicable	Not Applicable
	"51 years"	"51"	"May, 2021 (provisional)"	"2021/05"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	56	Not Applicable	Not Applicable
	"51 years"	"51"	"May, 2021 (provisional)"	"2021/05"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	89	Not Applicable	Not Applicable
	"51 years"	"51"	"Jun., 2021 (provisional)"	"2021/06"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	35	Not Applicable	Not Applicable
	"51 years"	"51"	"Jun., 2021 (provisional)"	"2021/06"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	44	Not Applicable	Not Applicable
	"51 years"	"51"	"Jul., 2021 (provisional)"	"2021/07"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	47	Not Applicable	Not Applicable
	"51 years"	"51"	"Jul., 2021 (provisional)"	"2021/07"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	89	Not Applicable	Not Applicable
	"51 years"	"51"	"Aug., 2021 (provisional)"	"2021/08"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	214	Not Applicable	Not Applicable
	"51 years"	"51"	"Aug., 2021 (provisional)"	"2021/08"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	404	Not Applicable	Not Applicable
	"51 years"	"51"	"Sep., 2021 (provisional)"	"2021/09"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	304	Not Applicable	Not Applicable
	"51 years"	"51"	"Sep., 2021 (provisional)"	"2021/09"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	512	Not Applicable	Not Applicable
	"51 years"	"51"	"Oct., 2021 (provisional)"	"2021/10"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	198	Not Applicable	Not Applicable
	"51 years"	"51"	"Oct., 2021 (provisional)"	"2021/10"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	308	Not Applicable	Not Applicable
	"51 years"	"51"	"Nov., 2021 (provisional)"	"2021/11"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	117	Not Applicable	Not Applicable
	"51 years"	"51"	"Nov., 2021 (provisional)"	"2021/11"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	221	Not Applicable	Not Applicable
	"51 years"	"51"	"Dec., 2021 (provisional)"	"2021/12"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	162	Not Applicable	Not Applicable
	"51 years"	"51"	"Dec., 2021 (provisional)"	"2021/12"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	265	Not Applicable	Not Applicable
	"51 years"	"51"	"Jan., 2022 (provisional)"	"2022/01"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	199	Not Applicable	Not Applicable
	"51 years"	"51"	"Jan., 2022 (provisional)"	"2022/01"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	333	Not Applicable	Not Applicable
	"51 years"	"51"	"Feb., 2022 (provisional)"	"2022/02"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	91	Not Applicable	Not Applicable
	"51 years"	"51"	"Feb., 2022 (provisional)"	"2022/02"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	144	Not Applicable	Not Applicable
	"51 years"	"51"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	16	Not Applicable	Not Applicable
	"51 years"	"51"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	19	Not Applicable	Not Applicable
