"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Month"	"Month Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"26 years"	"26"	"Oct., 2019"	"2019/10"	"Female"	"F"	122	Not Applicable	Not Applicable
	"26 years"	"26"	"Oct., 2019"	"2019/10"	"Male"	"M"	307	Not Applicable	Not Applicable
	"26 years"	"26"	"Nov., 2019"	"2019/11"	"Female"	"F"	119	Not Applicable	Not Applicable
	"26 years"	"26"	"Nov., 2019"	"2019/11"	"Male"	"M"	291	Not Applicable	Not Applicable
	"26 years"	"26"	"Dec., 2019"	"2019/12"	"Female"	"F"	128	Not Applicable	Not Applicable
	"26 years"	"26"	"Dec., 2019"	"2019/12"	"Male"	"M"	325	Not Applicable	Not Applicable
	"26 years"	"26"	"Jan., 2020"	"2020/01"	"Female"	"F"	101	Not Applicable	Not Applicable
	"26 years"	"26"	"Jan., 2020"	"2020/01"	"Male"	"M"	293	Not Applicable	Not Applicable
	"26 years"	"26"	"Feb., 2020"	"2020/02"	"Female"	"F"	134	Not Applicable	Not Applicable
	"26 years"	"26"	"Feb., 2020"	"2020/02"	"Male"	"M"	300	Not Applicable	Not Applicable
	"26 years"	"26"	"Mar., 2020"	"2020/03"	"Female"	"F"	113	Not Applicable	Not Applicable
	"26 years"	"26"	"Mar., 2020"	"2020/03"	"Male"	"M"	324	Not Applicable	Not Applicable
	"26 years"	"26"	"Apr., 2020"	"2020/04"	"Female"	"F"	128	Not Applicable	Not Applicable
	"26 years"	"26"	"Apr., 2020"	"2020/04"	"Male"	"M"	355	Not Applicable	Not Applicable
	"26 years"	"26"	"May, 2020"	"2020/05"	"Female"	"F"	118	Not Applicable	Not Applicable
	"26 years"	"26"	"May, 2020"	"2020/05"	"Male"	"M"	364	Not Applicable	Not Applicable
	"26 years"	"26"	"Jun., 2020"	"2020/06"	"Female"	"F"	144	Not Applicable	Not Applicable
	"26 years"	"26"	"Jun., 2020"	"2020/06"	"Male"	"M"	420	Not Applicable	Not Applicable
	"26 years"	"26"	"Jul., 2020"	"2020/07"	"Female"	"F"	165	Not Applicable	Not Applicable
	"26 years"	"26"	"Jul., 2020"	"2020/07"	"Male"	"M"	422	Not Applicable	Not Applicable
	"26 years"	"26"	"Aug., 2020"	"2020/08"	"Female"	"F"	124	Not Applicable	Not Applicable
	"26 years"	"26"	"Aug., 2020"	"2020/08"	"Male"	"M"	407	Not Applicable	Not Applicable
	"26 years"	"26"	"Sep., 2020"	"2020/09"	"Female"	"F"	150	Not Applicable	Not Applicable
	"26 years"	"26"	"Sep., 2020"	"2020/09"	"Male"	"M"	364	Not Applicable	Not Applicable
	"26 years"	"26"	"Oct., 2020"	"2020/10"	"Female"	"F"	147	Not Applicable	Not Applicable
	"26 years"	"26"	"Oct., 2020"	"2020/10"	"Male"	"M"	370	Not Applicable	Not Applicable
	"26 years"	"26"	"Nov., 2020"	"2020/11"	"Female"	"F"	141	Not Applicable	Not Applicable
	"26 years"	"26"	"Nov., 2020"	"2020/11"	"Male"	"M"	370	Not Applicable	Not Applicable
	"26 years"	"26"	"Dec., 2020"	"2020/12"	"Female"	"F"	148	Not Applicable	Not Applicable
	"26 years"	"26"	"Dec., 2020"	"2020/12"	"Male"	"M"	360	Not Applicable	Not Applicable
	"26 years"	"26"	"Jan., 2021 (provisional)"	"2021/01"	"Female"	"F"	176	Not Applicable	Not Applicable
	"26 years"	"26"	"Jan., 2021 (provisional)"	"2021/01"	"Male"	"M"	394	Not Applicable	Not Applicable
	"26 years"	"26"	"Feb., 2021 (provisional)"	"2021/02"	"Female"	"F"	135	Not Applicable	Not Applicable
	"26 years"	"26"	"Feb., 2021 (provisional)"	"2021/02"	"Male"	"M"	324	Not Applicable	Not Applicable
	"26 years"	"26"	"Mar., 2021 (provisional)"	"2021/03"	"Female"	"F"	149	Not Applicable	Not Applicable
	"26 years"	"26"	"Mar., 2021 (provisional)"	"2021/03"	"Male"	"M"	380	Not Applicable	Not Applicable
	"26 years"	"26"	"Apr., 2021 (provisional)"	"2021/04"	"Female"	"F"	132	Not Applicable	Not Applicable
	"26 years"	"26"	"Apr., 2021 (provisional)"	"2021/04"	"Male"	"M"	379	Not Applicable	Not Applicable
	"26 years"	"26"	"May, 2021 (provisional)"	"2021/05"	"Female"	"F"	149	Not Applicable	Not Applicable
	"26 years"	"26"	"May, 2021 (provisional)"	"2021/05"	"Male"	"M"	413	Not Applicable	Not Applicable
	"26 years"	"26"	"Jun., 2021 (provisional)"	"2021/06"	"Female"	"F"	135	Not Applicable	Not Applicable
	"26 years"	"26"	"Jun., 2021 (provisional)"	"2021/06"	"Male"	"M"	402	Not Applicable	Not Applicable
	"26 years"	"26"	"Jul., 2021 (provisional)"	"2021/07"	"Female"	"F"	148	Not Applicable	Not Applicable
	"26 years"	"26"	"Jul., 2021 (provisional)"	"2021/07"	"Male"	"M"	386	Not Applicable	Not Applicable
	"26 years"	"26"	"Aug., 2021 (provisional)"	"2021/08"	"Female"	"F"	173	Not Applicable	Not Applicable
	"26 years"	"26"	"Aug., 2021 (provisional)"	"2021/08"	"Male"	"M"	457	Not Applicable	Not Applicable
	"26 years"	"26"	"Sep., 2021 (provisional)"	"2021/09"	"Female"	"F"	157	Not Applicable	Not Applicable
	"26 years"	"26"	"Sep., 2021 (provisional)"	"2021/09"	"Male"	"M"	441	Not Applicable	Not Applicable
	"26 years"	"26"	"Oct., 2021 (provisional)"	"2021/10"	"Female"	"F"	149	Not Applicable	Not Applicable
	"26 years"	"26"	"Oct., 2021 (provisional)"	"2021/10"	"Male"	"M"	399	Not Applicable	Not Applicable
	"26 years"	"26"	"Nov., 2021 (provisional)"	"2021/11"	"Female"	"F"	137	Not Applicable	Not Applicable
	"26 years"	"26"	"Nov., 2021 (provisional)"	"2021/11"	"Male"	"M"	343	Not Applicable	Not Applicable
	"26 years"	"26"	"Dec., 2021 (provisional)"	"2021/12"	"Female"	"F"	146	Not Applicable	Not Applicable
	"26 years"	"26"	"Dec., 2021 (provisional)"	"2021/12"	"Male"	"M"	350	Not Applicable	Not Applicable
	"26 years"	"26"	"Jan., 2022 (provisional)"	"2022/01"	"Female"	"F"	159	Not Applicable	Not Applicable
	"26 years"	"26"	"Jan., 2022 (provisional)"	"2022/01"	"Male"	"M"	340	Not Applicable	Not Applicable
	"26 years"	"26"	"Feb., 2022 (provisional)"	"2022/02"	"Female"	"F"	90	Not Applicable	Not Applicable
	"26 years"	"26"	"Feb., 2022 (provisional)"	"2022/02"	"Male"	"M"	285	Not Applicable	Not Applicable
	"26 years"	"26"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Female"	"F"	53	Not Applicable	Not Applicable
	"26 years"	"26"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Male"	"M"	133	Not Applicable	Not Applicable
	"27 years"	"27"	"Jan., 2018"	"2018/01"	"Female"	"F"	137	Not Applicable	Not Applicable
	"27 years"	"27"	"Jan., 2018"	"2018/01"	"Male"	"M"	366	Not Applicable	Not Applicable
	"27 years"	"27"	"Feb., 2018"	"2018/02"	"Female"	"F"	126	Not Applicable	Not Applicable
	"27 years"	"27"	"Feb., 2018"	"2018/02"	"Male"	"M"	312	Not Applicable	Not Applicable
	"27 years"	"27"	"Mar., 2018"	"2018/03"	"Female"	"F"	128	Not Applicable	Not Applicable
	"27 years"	"27"	"Mar., 2018"	"2018/03"	"Male"	"M"	347	Not Applicable	Not Applicable
	"27 years"	"27"	"Apr., 2018"	"2018/04"	"Female"	"F"	122	Not Applicable	Not Applicable
	"27 years"	"27"	"Apr., 2018"	"2018/04"	"Male"	"M"	360	Not Applicable	Not Applicable
	"27 years"	"27"	"May, 2018"	"2018/05"	"Female"	"F"	134	Not Applicable	Not Applicable
	"27 years"	"27"	"May, 2018"	"2018/05"	"Male"	"M"	332	Not Applicable	Not Applicable
	"27 years"	"27"	"Jun., 2018"	"2018/06"	"Female"	"F"	134	Not Applicable	Not Applicable
	"27 years"	"27"	"Jun., 2018"	"2018/06"	"Male"	"M"	391	Not Applicable	Not Applicable
	"27 years"	"27"	"Jul., 2018"	"2018/07"	"Female"	"F"	135	Not Applicable	Not Applicable
	"27 years"	"27"	"Jul., 2018"	"2018/07"	"Male"	"M"	371	Not Applicable	Not Applicable
	"27 years"	"27"	"Aug., 2018"	"2018/08"	"Female"	"F"	140	Not Applicable	Not Applicable
	"27 years"	"27"	"Aug., 2018"	"2018/08"	"Male"	"M"	359	Not Applicable	Not Applicable
	"27 years"	"27"	"Sep., 2018"	"2018/09"	"Female"	"F"	147	Not Applicable	Not Applicable
	"27 years"	"27"	"Sep., 2018"	"2018/09"	"Male"	"M"	338	Not Applicable	Not Applicable
	"27 years"	"27"	"Oct., 2018"	"2018/10"	"Female"	"F"	126	Not Applicable	Not Applicable
	"27 years"	"27"	"Oct., 2018"	"2018/10"	"Male"	"M"	321	Not Applicable	Not Applicable
	"27 years"	"27"	"Nov., 2018"	"2018/11"	"Female"	"F"	134	Not Applicable	Not Applicable
	"27 years"	"27"	"Nov., 2018"	"2018/11"	"Male"	"M"	296	Not Applicable	Not Applicable
	"27 years"	"27"	"Dec., 2018"	"2018/12"	"Female"	"F"	119	Not Applicable	Not Applicable
	"27 years"	"27"	"Dec., 2018"	"2018/12"	"Male"	"M"	324	Not Applicable	Not Applicable
	"27 years"	"27"	"Jan., 2019"	"2019/01"	"Female"	"F"	126	Not Applicable	Not Applicable
	"27 years"	"27"	"Jan., 2019"	"2019/01"	"Male"	"M"	279	Not Applicable	Not Applicable
	"27 years"	"27"	"Feb., 2019"	"2019/02"	"Female"	"F"	104	Not Applicable	Not Applicable
	"27 years"	"27"	"Feb., 2019"	"2019/02"	"Male"	"M"	286	Not Applicable	Not Applicable
	"27 years"	"27"	"Mar., 2019"	"2019/03"	"Female"	"F"	113	Not Applicable	Not Applicable
	"27 years"	"27"	"Mar., 2019"	"2019/03"	"Male"	"M"	341	Not Applicable	Not Applicable
	"27 years"	"27"	"Apr., 2019"	"2019/04"	"Female"	"F"	121	Not Applicable	Not Applicable
	"27 years"	"27"	"Apr., 2019"	"2019/04"	"Male"	"M"	320	Not Applicable	Not Applicable
	"27 years"	"27"	"May, 2019"	"2019/05"	"Female"	"F"	130	Not Applicable	Not Applicable
	"27 years"	"27"	"May, 2019"	"2019/05"	"Male"	"M"	335	Not Applicable	Not Applicable
	"27 years"	"27"	"Jun., 2019"	"2019/06"	"Female"	"F"	131	Not Applicable	Not Applicable
	"27 years"	"27"	"Jun., 2019"	"2019/06"	"Male"	"M"	318	Not Applicable	Not Applicable
	"27 years"	"27"	"Jul., 2019"	"2019/07"	"Female"	"F"	137	Not Applicable	Not Applicable
	"27 years"	"27"	"Jul., 2019"	"2019/07"	"Male"	"M"	339	Not Applicable	Not Applicable
	"27 years"	"27"	"Aug., 2019"	"2019/08"	"Female"	"F"	140	Not Applicable	Not Applicable
	"27 years"	"27"	"Aug., 2019"	"2019/08"	"Male"	"M"	343	Not Applicable	Not Applicable
	"27 years"	"27"	"Sep., 2019"	"2019/09"	"Female"	"F"	112	Not Applicable	Not Applicable
	"27 years"	"27"	"Sep., 2019"	"2019/09"	"Male"	"M"	324	Not Applicable	Not Applicable
	"27 years"	"27"	"Oct., 2019"	"2019/10"	"Female"	"F"	127	Not Applicable	Not Applicable
	"27 years"	"27"	"Oct., 2019"	"2019/10"	"Male"	"M"	344	Not Applicable	Not Applicable
	"27 years"	"27"	"Nov., 2019"	"2019/11"	"Female"	"F"	122	Not Applicable	Not Applicable
	"27 years"	"27"	"Nov., 2019"	"2019/11"	"Male"	"M"	346	Not Applicable	Not Applicable
	"27 years"	"27"	"Dec., 2019"	"2019/12"	"Female"	"F"	156	Not Applicable	Not Applicable
	"27 years"	"27"	"Dec., 2019"	"2019/12"	"Male"	"M"	289	Not Applicable	Not Applicable
	"27 years"	"27"	"Jan., 2020"	"2020/01"	"Female"	"F"	131	Not Applicable	Not Applicable
	"27 years"	"27"	"Jan., 2020"	"2020/01"	"Male"	"M"	326	Not Applicable	Not Applicable
	"27 years"	"27"	"Feb., 2020"	"2020/02"	"Female"	"F"	118	Not Applicable	Not Applicable
	"27 years"	"27"	"Feb., 2020"	"2020/02"	"Male"	"M"	320	Not Applicable	Not Applicable
	"27 years"	"27"	"Mar., 2020"	"2020/03"	"Female"	"F"	165	Not Applicable	Not Applicable
	"27 years"	"27"	"Mar., 2020"	"2020/03"	"Male"	"M"	361	Not Applicable	Not Applicable
	"27 years"	"27"	"Apr., 2020"	"2020/04"	"Female"	"F"	148	Not Applicable	Not Applicable
	"27 years"	"27"	"Apr., 2020"	"2020/04"	"Male"	"M"	375	Not Applicable	Not Applicable
	"27 years"	"27"	"May, 2020"	"2020/05"	"Female"	"F"	164	Not Applicable	Not Applicable
	"27 years"	"27"	"May, 2020"	"2020/05"	"Male"	"M"	420	Not Applicable	Not Applicable
	"27 years"	"27"	"Jun., 2020"	"2020/06"	"Female"	"F"	150	Not Applicable	Not Applicable
	"27 years"	"27"	"Jun., 2020"	"2020/06"	"Male"	"M"	434	Not Applicable	Not Applicable
	"27 years"	"27"	"Jul., 2020"	"2020/07"	"Female"	"F"	177	Not Applicable	Not Applicable
	"27 years"	"27"	"Jul., 2020"	"2020/07"	"Male"	"M"	454	Not Applicable	Not Applicable
	"27 years"	"27"	"Aug., 2020"	"2020/08"	"Female"	"F"	173	Not Applicable	Not Applicable
	"27 years"	"27"	"Aug., 2020"	"2020/08"	"Male"	"M"	473	Not Applicable	Not Applicable
	"27 years"	"27"	"Sep., 2020"	"2020/09"	"Female"	"F"	142	Not Applicable	Not Applicable
	"27 years"	"27"	"Sep., 2020"	"2020/09"	"Male"	"M"	376	Not Applicable	Not Applicable
	"27 years"	"27"	"Oct., 2020"	"2020/10"	"Female"	"F"	159	Not Applicable	Not Applicable
	"27 years"	"27"	"Oct., 2020"	"2020/10"	"Male"	"M"	406	Not Applicable	Not Applicable
	"27 years"	"27"	"Nov., 2020"	"2020/11"	"Female"	"F"	148	Not Applicable	Not Applicable
	"27 years"	"27"	"Nov., 2020"	"2020/11"	"Male"	"M"	358	Not Applicable	Not Applicable
	"27 years"	"27"	"Dec., 2020"	"2020/12"	"Female"	"F"	144	Not Applicable	Not Applicable
	"27 years"	"27"	"Dec., 2020"	"2020/12"	"Male"	"M"	411	Not Applicable	Not Applicable
	"27 years"	"27"	"Jan., 2021 (provisional)"	"2021/01"	"Female"	"F"	187	Not Applicable	Not Applicable
	"27 years"	"27"	"Jan., 2021 (provisional)"	"2021/01"	"Male"	"M"	375	Not Applicable	Not Applicable
	"27 years"	"27"	"Feb., 2021 (provisional)"	"2021/02"	"Female"	"F"	141	Not Applicable	Not Applicable
	"27 years"	"27"	"Feb., 2021 (provisional)"	"2021/02"	"Male"	"M"	360	Not Applicable	Not Applicable
	"27 years"	"27"	"Mar., 2021 (provisional)"	"2021/03"	"Female"	"F"	141	Not Applicable	Not Applicable
	"27 years"	"27"	"Mar., 2021 (provisional)"	"2021/03"	"Male"	"M"	400	Not Applicable	Not Applicable
	"27 years"	"27"	"Apr., 2021 (provisional)"	"2021/04"	"Female"	"F"	158	Not Applicable	Not Applicable
	"27 years"	"27"	"Apr., 2021 (provisional)"	"2021/04"	"Male"	"M"	394	Not Applicable	Not Applicable
	"27 years"	"27"	"May, 2021 (provisional)"	"2021/05"	"Female"	"F"	160	Not Applicable	Not Applicable
	"27 years"	"27"	"May, 2021 (provisional)"	"2021/05"	"Male"	"M"	420	Not Applicable	Not Applicable
	"27 years"	"27"	"Jun., 2021 (provisional)"	"2021/06"	"Female"	"F"	127	Not Applicable	Not Applicable
	"27 years"	"27"	"Jun., 2021 (provisional)"	"2021/06"	"Male"	"M"	379	Not Applicable	Not Applicable
	"27 years"	"27"	"Jul., 2021 (provisional)"	"2021/07"	"Female"	"F"	158	Not Applicable	Not Applicable
	"27 years"	"27"	"Jul., 2021 (provisional)"	"2021/07"	"Male"	"M"	460	Not Applicable	Not Applicable
	"27 years"	"27"	"Aug., 2021 (provisional)"	"2021/08"	"Female"	"F"	183	Not Applicable	Not Applicable
	"27 years"	"27"	"Aug., 2021 (provisional)"	"2021/08"	"Male"	"M"	486	Not Applicable	Not Applicable
	"27 years"	"27"	"Sep., 2021 (provisional)"	"2021/09"	"Female"	"F"	214	Not Applicable	Not Applicable
	"27 years"	"27"	"Sep., 2021 (provisional)"	"2021/09"	"Male"	"M"	493	Not Applicable	Not Applicable
	"27 years"	"27"	"Oct., 2021 (provisional)"	"2021/10"	"Female"	"F"	149	Not Applicable	Not Applicable
	"27 years"	"27"	"Oct., 2021 (provisional)"	"2021/10"	"Male"	"M"	441	Not Applicable	Not Applicable
	"27 years"	"27"	"Nov., 2021 (provisional)"	"2021/11"	"Female"	"F"	162	Not Applicable	Not Applicable
	"27 years"	"27"	"Nov., 2021 (provisional)"	"2021/11"	"Male"	"M"	380	Not Applicable	Not Applicable
	"27 years"	"27"	"Dec., 2021 (provisional)"	"2021/12"	"Female"	"F"	155	Not Applicable	Not Applicable
	"27 years"	"27"	"Dec., 2021 (provisional)"	"2021/12"	"Male"	"M"	414	Not Applicable	Not Applicable
	"27 years"	"27"	"Jan., 2022 (provisional)"	"2022/01"	"Female"	"F"	169	Not Applicable	Not Applicable
	"27 years"	"27"	"Jan., 2022 (provisional)"	"2022/01"	"Male"	"M"	385	Not Applicable	Not Applicable
	"27 years"	"27"	"Feb., 2022 (provisional)"	"2022/02"	"Female"	"F"	106	Not Applicable	Not Applicable
	"27 years"	"27"	"Feb., 2022 (provisional)"	"2022/02"	"Male"	"M"	285	Not Applicable	Not Applicable
	"27 years"	"27"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Female"	"F"	52	Not Applicable	Not Applicable
	"27 years"	"27"	"Mar., 2022 (provisional and partial)"	"2022/03"	"Male"	"M"	139	Not Applicable	Not Applicable
	"28 years"	"28"	"Jan., 2018"	"2018/01"	"Female"	"F"	161	Not Applicable	Not Applicable
	"28 years"	"28"	"Jan., 2018"	"2018/01"	"Male"	"M"	338	Not Applicable	Not Applicable
	"28 years"	"28"	"Feb., 2018"	"2018/02"	"Female"	"F"	128	Not Applicable	Not Applicable
	"28 years"	"28"	"Feb., 2018"	"2018/02"	"Male"	"M"	290	Not Applicable	Not Applicable
	"28 years"	"28"	"Mar., 2018"	"2018/03"	"Female"	"F"	143	Not Applicable	Not Applicable
	"28 years"	"28"	"Mar., 2018"	"2018/03"	"Male"	"M"	342	Not Applicable	Not Applicable
	"28 years"	"28"	"Apr., 2018"	"2018/04"	"Female"	"F"	144	Not Applicable	Not Applicable
	"28 years"	"28"	"Apr., 2018"	"2018/04"	"Male"	"M"	343	Not Applicable	Not Applicable
	"28 years"	"28"	"May, 2018"	"2018/05"	"Female"	"F"	132	Not Applicable	Not Applicable
	"28 years"	"28"	"May, 2018"	"2018/05"	"Male"	"M"	361	Not Applicable	Not Applicable
	"28 years"	"28"	"Jun., 2018"	"2018/06"	"Female"	"F"	135	Not Applicable	Not Applicable
	"28 years"	"28"	"Jun., 2018"	"2018/06"	"Male"	"M"	375	Not Applicable	Not Applicable
	"28 years"	"28"	"Jul., 2018"	"2018/07"	"Female"	"F"	155	Not Applicable	Not Applicable
	"28 years"	"28"	"Jul., 2018"	"2018/07"	"Male"	"M"	405	Not Applicable	Not Applicable
	"28 years"	"28"	"Aug., 2018"	"2018/08"	"Female"	"F"	150	Not Applicable	Not Applicable
	"28 years"	"28"	"Aug., 2018"	"2018/08"	"Male"	"M"	331	Not Applicable	Not Applicable
	"28 years"	"28"	"Sep., 2018"	"2018/09"	"Female"	"F"	140	Not Applicable	Not Applicable
	"28 years"	"28"	"Sep., 2018"	"2018/09"	"Male"	"M"	330	Not Applicable	Not Applicable
	"28 years"	"28"	"Oct., 2018"	"2018/10"	"Female"	"F"	127	Not Applicable	Not Applicable
	"28 years"	"28"	"Oct., 2018"	"2018/10"	"Male"	"M"	362	Not Applicable	Not Applicable
	"28 years"	"28"	"Nov., 2018"	"2018/11"	"Female"	"F"	134	Not Applicable	Not Applicable
	"28 years"	"28"	"Nov., 2018"	"2018/11"	"Male"	"M"	348	Not Applicable	Not Applicable
	"28 years"	"28"	"Dec., 2018"	"2018/12"	"Female"	"F"	138	Not Applicable	Not Applicable
	"28 years"	"28"	"Dec., 2018"	"2018/12"	"Male"	"M"	317	Not Applicable	Not Applicable
	"28 years"	"28"	"Jan., 2019"	"2019/01"	"Female"	"F"	121	Not Applicable	Not Applicable
	"28 years"	"28"	"Jan., 2019"	"2019/01"	"Male"	"M"	328	Not Applicable	Not Applicable
	"28 years"	"28"	"Feb., 2019"	"2019/02"	"Female"	"F"	124	Not Applicable	Not Applicable
	"28 years"	"28"	"Feb., 2019"	"2019/02"	"Male"	"M"	320	Not Applicable	Not Applicable
	"28 years"	"28"	"Mar., 2019"	"2019/03"	"Female"	"F"	136	Not Applicable	Not Applicable
	"28 years"	"28"	"Mar., 2019"	"2019/03"	"Male"	"M"	358	Not Applicable	Not Applicable
	"28 years"	"28"	"Apr., 2019"	"2019/04"	"Female"	"F"	119	Not Applicable	Not Applicable
	"28 years"	"28"	"Apr., 2019"	"2019/04"	"Male"	"M"	340	Not Applicable	Not Applicable
	"28 years"	"28"	"May, 2019"	"2019/05"	"Female"	"F"	127	Not Applicable	Not Applicable
	"28 years"	"28"	"May, 2019"	"2019/05"	"Male"	"M"	341	Not Applicable	Not Applicable
	"28 years"	"28"	"Jun., 2019"	"2019/06"	"Female"	"F"	126	Not Applicable	Not Applicable
	"28 years"	"28"	"Jun., 2019"	"2019/06"	"Male"	"M"	371	Not Applicable	Not Applicable
	"28 years"	"28"	"Jul., 2019"	"2019/07"	"Female"	"F"	139	Not Applicable	Not Applicable
	"28 years"	"28"	"Jul., 2019"	"2019/07"	"Male"	"M"	378	Not Applicable	Not Applicable
	"28 years"	"28"	"Aug., 2019"	"2019/08"	"Female"	"F"	146	Not Applicable	Not Applicable
	"28 years"	"28"	"Aug., 2019"	"2019/08"	"Male"	"M"	397	Not Applicable	Not Applicable
	"28 years"	"28"	"Sep., 2019"	"2019/09"	"Female"	"F"	148	Not Applicable	Not Applicable
	"28 years"	"28"	"Sep., 2019"	"2019/09"	"Male"	"M"	313	Not Applicable	Not Applicable
	"28 years"	"28"	"Oct., 2019"	"2019/10"	"Female"	"F"	140	Not Applicable	Not Applicable
	"28 years"	"28"	"Oct., 2019"	"2019/10"	"Male"	"M"	332	Not Applicable	Not Applicable
	"28 years"	"28"	"Nov., 2019"	"2019/11"	"Female"	"F"	160	Not Applicable	Not Applicable
	"28 years"	"28"	"Nov., 2019"	"2019/11"	"Male"	"M"	308	Not Applicable	Not Applicable
	"28 years"	"28"	"Dec., 2019"	"2019/12"	"Female"	"F"	142	Not Applicable	Not Applicable
	"28 years"	"28"	"Dec., 2019"	"2019/12"	"Male"	"M"	343	Not Applicable	Not Applicable
	"28 years"	"28"	"Jan., 2020"	"2020/01"	"Female"	"F"	126	Not Applicable	Not Applicable
	"28 years"	"28"	"Jan., 2020"	"2020/01"	"Male"	"M"	353	Not Applicable	Not Applicable
	"28 years"	"28"	"Feb., 2020"	"2020/02"	"Female"	"F"	123	Not Applicable	Not Applicable
	"28 years"	"28"	"Feb., 2020"	"2020/02"	"Male"	"M"	342	Not Applicable	Not Applicable
	"28 years"	"28"	"Mar., 2020"	"2020/03"	"Female"	"F"	159	Not Applicable	Not Applicable
	"28 years"	"28"	"Mar., 2020"	"2020/03"	"Male"	"M"	384	Not Applicable	Not Applicable
	"28 years"	"28"	"Apr., 2020"	"2020/04"	"Female"	"F"	174	Not Applicable	Not Applicable
	"28 years"	"28"	"Apr., 2020"	"2020/04"	"Male"	"M"	481	Not Applicable	Not Applicable
	"28 years"	"28"	"May, 2020"	"2020/05"	"Female"	"F"	180	Not Applicable	Not Applicable
	"28 years"	"28"	"May, 2020"	"2020/05"	"Male"	"M"	470	Not Applicable	Not Applicable
	"28 years"	"28"	"Jun., 2020"	"2020/06"	"Female"	"F"	163	Not Applicable	Not Applicable
	"28 years"	"28"	"Jun., 2020"	"2020/06"	"Male"	"M"	445	Not Applicable	Not Applicable
	"28 years"	"28"	"Jul., 2020"	"2020/07"	"Female"	"F"	179	Not Applicable	Not Applicable
	"28 years"	"28"	"Jul., 2020"	"2020/07"	"Male"	"M"	452	Not Applicable	Not Applicable
	"28 years"	"28"	"Aug., 2020"	"2020/08"	"Female"	"F"	174	Not Applicable	Not Applicable
	"28 years"	"28"	"Aug., 2020"	"2020/08"	"Male"	"M"	418	Not Applicable	Not Applicable
	"28 years"	"28"	"Sep., 2020"	"2020/09"	"Female"	"F"	170	Not Applicable	Not Applicable
	"28 years"	"28"	"Sep., 2020"	"2020/09"	"Male"	"M"	398	Not Applicable	Not Applicable
	"28 years"	"28"	"Oct., 2020"	"2020/10"	"Female"	"F"	154	Not Applicable	Not Applicable
	"28 years"	"28"	"Oct., 2020"	"2020/10"	"Male"	"M"	425	Not Applicable	Not Applicable
	"28 years"	"28"	"Nov., 2020"	"2020/11"	"Female"	"F"	173	Not Applicable	Not Applicable
	"28 years"	"28"	"Nov., 2020"	"2020/11"	"Male"	"M"	405	Not Applicable	Not Applicable
	"28 years"	"28"	"Dec., 2020"	"2020/12"	"Female"	"F"	176	Not Applicable	Not Applicable
	"28 years"	"28"	"Dec., 2020"	"2020/12"	"Male"	"M"	446	Not Applicable	Not Applicable
	"28 years"	"28"	"Jan., 2021 (provisional)"	"2021/01"	"Female"	"F"	216	Not Applicable	Not Applicable
	"28 years"	"28"	"Jan., 2021 (provisional)"	"2021/01"	"Male"	"M"	484	Not Applicable	Not Applicable
	"28 years"	"28"	"Feb., 2021 (provisional)"	"2021/02"	"Female"	"F"	124	Not Applicable	Not Applicable
	"28 years"	"28"	"Feb., 2021 (provisional)"	"2021/02"	"Male"	"M"	403	Not Applicable	Not Applicable
	"28 years"	"28"	"Mar., 2021 (provisional)"	"2021/03"	"Female"	"F"	169	Not Applicable	Not Applicable
	"28 years"	"28"	"Mar., 2021 (provisional)"	"2021/03"	"Male"	"M"	416	Not Applicable	Not Applicable
